Label	slice	Saturated	Kilo-Sec	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_err_T1	rel_flux_err_C2	rel_flux_SNR_T1	rel_flux_SNR_C2	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2
HD113414BessellV1956_cal.fits	1	0	0	60060.46154	2460060.462	2460060.461	2460060.467	2460060.4679530	2.143989	27.671154	NaN	15	13.060836	-16.336575	6.937363	12	24	35	2.948734	0	0.00493	0	598.083515	0	479051.4881	692.170157	1019.340923	1024.140992	1019.840923	1024.359008	1412595.395	452.389342	1188.546702	1188.506428	14887.33887	3122.521385	-5258.68997	1667	6.895205	11.18607	10.681031	11.691108	70.794758	0.986774	1754.347234	1629.354256	1754.847234	419.145744	479051.4881	692.170157	692.100755	1162.728271	1058.936282	-5341.916611	6.979521	11.21888	10.769601	11.668158	71.157014	0.98979
HD113414BessellV1957_cal.fits	2	0	0.175046365	60060.46356	2460060.464	2460060.463	2460060.469	2460060.4699790	2.100517	28.301422	NaN	15	13.060836	-16.336575	8.082233	12	24	35	2.955419	0	0.005003	0	590.770716	0	467141.2781	683.512178	1021.061871	1025.425376	1021.561871	1023.074624	1380598.412	452.389342	1175.009183	1174.968189	9818.025391	3051.792524	-5267.53206	1738	8.304684	11.726665	11.43347	12.019859	58.328755	0.987593	1755.994846	1630.862764	1756.494846	417.637236	467141.2781	683.512178	683.44251	81.356796	1032.608938	-5349.283788	7.859783	11.678858	11.190043	12.167673	68.649467	0.987071
HD113414BessellV1958_cal.fits	3	0	0.192499177	60060.46377	2460060.464	2460060.464	2460060.469	2460060.4701810	2.096282	28.364408	NaN	15	13.060836	-16.336575	8.027657	12	24	35	2.917001	0	0.004959	0	588.196069	0	464620.739	681.666035	1018.034033	1024.784316	1018.534033	1023.715684	1355299.094	452.389342	1164.193841	1164.152434	8675.300781	2995.868752	-5261.070095	1699	8.446073	11.9558	11.81404	12.09756	54.735739	0.99494	1752.679193	1630.303314	1753.179193	418.196686	464620.739	681.666035	681.595847	-546.036377	1027.037323	-5348.286924	7.609241	11.91744	11.741676	12.093204	63.859371	0.997676
HD113414BessellV1959_cal.fits	4	0	0.209951989	60060.46397	2460060.464	2460060.464	2460060.47	2460060.4703830	2.09207	28.42735	NaN	15	13.060836	-16.336575	7.898318	12	24	35	2.933805	0	0.005012	0	585.320166	0	459415.7704	677.837101	1016.971758	1025.933598	1017.471758	1022.566402	1347836.142	452.389342	1160.984164	1160.942745	9030.462891	2979.372007	-5264.180905	1784	8.285403	11.825108	11.43363	12.216586	64.474626	0.988931	1751.628621	1631.197213	1752.128621	417.302787	459415.7704	677.837101	677.767224	-504.869751	1015.531817	-5349.264877	7.511232	11.851311	11.458927	12.243695	66.995072	0.99093
HD113414BessellV1960_cal.fits	5	0	0.227577563	60060.46417	2460060.464	2460060.464	2460060.47	2460060.4705870	2.08785	28.490697	NaN	15	13.060836	-16.336575	7.984003	12	24	35	2.935787	0	0.004986	0	588.771886	0	464770.4799	681.775892	1015.616043	1025.593868	1016.116043	1022.906132	1364467.22	452.389342	1168.125261	1168.082967	9983.368164	3016.134761	-5267.000883	1692	8.200943	11.541841	11.317409	11.766274	59.696898	0.993726	1750.648006	1630.964759	1751.148006	417.535241	464770.4799	681.775892	681.705654	-210.57225	1027.368323	-5351.644797	7.767063	11.642821	11.305102	11.980539	69.039645	0.993931
HD113414BessellV1961_cal.fits	6	0	0.245030375	60060.46437	2460060.464	2460060.464	2460060.47	2460060.4707890	2.083681	28.553576	NaN	15	13.060836	-16.336575	7.345282	12	24	35	2.907373	0	0.004902	0	593.043287	0	472708.7227	687.573099	1014.84866	1025.174299	1015.34866	1023.325701	1374340.646	452.389342	1172.34318	1172.302334	11606.42481	3037.959824	-5267.084469	1666	7.729461	11.553498	11.114409	11.992587	73.549611	0.991828	1749.394447	1630.62658	1749.894447	417.87342	472708.7227	687.573099	687.503224	1031.643921	1044.915693	-5351.789765	6.961103	11.41398	10.905717	11.922244	81.60289	0.99138
HD113414BessellV1962_cal.fits	7	0	0.262483187	60060.46458	2460060.465	2460060.464	2460060.47	2460060.4709910	2.079526	28.616525	NaN	15	13.060836	-16.336575	8.403813	12	24	35	2.891687	0	0.004897	0	590.52239	0	469349.5761	685.126079	1015.360587	1025.407512	1015.860587	1023.092488	1357211.878	452.389342	1165.014928	1164.973809	7047.26709	3000.096933	-5266.602788	1646	9.388858	12.20248	12.09416	12.310801	49.373042	0.986369	1750.321894	1630.952919	1750.821894	417.547081	469349.5761	685.126079	685.055773	-959.73114	1037.490348	-5355.407084	7.418767	12.19687	11.922635	12.471105	57.027914	0.987843
HD113414BessellV1963_cal.fits	8	0	0.279935999	60060.46478	2460060.465	2460060.465	2460060.47	2460060.4711930	2.075391	28.679455	NaN	15	13.060836	-16.336575	7.98744	12	24	35	2.930136	0	0.004939	0	593.273971	0	472135.969	687.156328	1015.851585	1026.677593	1016.351585	1021.822407	1383422.448	452.389342	1176.210398	1176.169204	9826.435547	3058.035013	-5270.254689	1698	8.214752	11.710455	11.420006	12.000905	59.843452	0.98998	1750.47456	1632.186377	1750.97456	416.313623	472135.969	687.156328	687.086693	-200.940735	1043.649629	-5355.059007	7.760127	11.69752	11.237692	12.157349	73.639125	0.991294
HD113414BessellV1964_cal.fits	9	0	0.297561572	60060.46498	2460060.465	2460060.465	2460060.471	2460060.4713970	2.071248	28.742806	NaN	15	13.060836	-16.336575	8.001942	12	24	35	2.94455	0	0.00496	0	593.706533	0	472235.6859	687.228865	1016.487336	1026.489954	1016.987336	1022.010046	1390521.618	452.389342	1179.224076	1179.183538	10439.37305	3073.727625	-5266.58582	1702	8.067199	11.521393	11.186863	11.855923	72.818132	0.995059	1751.238031	1631.836597	1751.738031	416.663403	472235.6859	687.228865	687.159271	-366.258728	1043.870052	-5353.468864	7.936685	11.708094	11.359685	12.056504	83.559157	0.996279
HD113414BessellV1965_cal.fits	10	0	0.315014385	60060.46518	2460060.465	2460060.465	2460060.471	2460060.4715990	2.06715	28.80574	NaN	15	13.060836	-16.336575	7.78932	12	24	35	2.95045	0	0.005001	0	589.95243	0	466046.5102	682.710814	1016.966118	1026.337946	1017.466118	1022.162054	1375046.711	452.389342	1172.644415	1172.6033	9770.486328	3039.52057	-5267.262374	1751	8.026005	11.783371	11.041519	12.525223	75.239976	0.979227	1751.671925	1631.901128	1752.171925	416.598872	466046.5102	682.710814	682.641172	-237.764633	1030.188969	-5350.181388	7.552635	11.850597	11.149334	12.551861	79.269789	0.983941
HD113414BessellV1966_cal.fits	11	0	0.332467197	60060.46539	2460060.465	2460060.465	2460060.471	2460060.4718010	2.063069	28.868703	NaN	15	13.060836	-16.336575	7.846153	12	24	35	2.926168	0	0.004884	0	599.138074	0	481680.9374	694.066916	1016.912297	1025.815898	1017.412297	1022.684102	1409479.561	452.389342	1187.235431	1187.194658	11070.71484	3115.63388	-5272.414566	1682	7.746771	11.605531	11.28796	11.923102	63.424094	0.991684	1751.45022	1631.221051	1751.95022	417.278949	481680.9374	694.066916	693.997836	87.011742	1064.748641	-5354.563283	7.945536	11.582057	11.18696	11.977153	71.200415	0.992602
HD113414BessellV1967_cal.fits	12	0	0.35000639	60060.46559	2460060.466	2460060.466	2460060.471	2460060.4720040	2.05901	28.931614	NaN	15	13.060836	-16.336575	8.61703	12	24	35	2.928342	0	0.004906	0	596.894561	0	477990.1933	691.403001	1018.56069	1026.763311	1019.06069	1021.736689	1399718.757	452.389342	1183.117421	1183.076787	8034.599121	3094.057765	-5273.729134	1687	9.280935	11.790475	11.732091	11.848859	50.185896	0.996974	1753.553827	1632.080846	1754.053827	416.419154	477990.1933	691.403001	691.333698	-663.590149	1056.590306	-5352.686229	7.953126	11.816891	11.682604	11.951177	59.307766	0.997749
HD113414BessellV1968_cal.fits	13	0	0.367545582	60060.46579	2460060.466	2460060.466	2460060.471	2460060.4722070	2.054941	28.994974	NaN	15	13.060836	-16.336575	8.048459	12	24	35	2.927004	0	0.004936	0	592.990363	0	471812.9557	686.921141	1017.688456	1026.695908	1018.188456	1021.804092	1380998.397	452.389342	1175.179276	1175.138487	9548.119141	3052.676685	-5271.627304	1724	8.313303	11.856691	11.488834	12.224548	70.403366	0.993602	1752.668798	1632.100609	1753.168798	416.399391	471812.9557	686.921141	686.851703	-288.352844	1042.935613	-5356.057289	7.783615	11.825183	11.472368	12.177998	81.11966	0.996081
HD113414BessellV1969_cal.fits	14	0	0.384998395	60060.46599	2460060.466	2460060.466	2460060.472	2460060.4724090	2.050916	29.057926	NaN	15	13.060836	-16.336575	8.098867	12	24	35	2.897341	0	0.0049	0	591.3266	0	470392.6079	685.88667	1017.850764	1027.481691	1018.350764	1021.018309	1362887.615	452.389342	1167.448532	1167.407023	7671.687012	3012.643068	-5270.28743	1687	8.87907	12.253752	11.590175	12.917328	69.918928	0.980033	1752.616819	1632.942271	1753.116819	415.557729	470392.6079	685.88667	685.81681	-560.117004	1039.795955	-5353.19642	7.318664	12.138028	11.263173	13.012882	78.350905	0.975621
HD113414BessellV1970_cal.fits	15	0	0.402537587	60060.4662	2460060.466	2460060.466	2460060.472	2460060.4726120	2.046909	29.12088	NaN	15	13.060836	-16.336575	7.967548	12	24	35	2.909082	0	0.0049	0	593.652941	0	473609.7812	688.227918	1019.877946	1026.521057	1020.377946	1021.978943	1377769.812	452.389342	1173.805166	1173.76363	9514.119141	3045.539945	-5273.326448	1692	8.176956	11.794853	11.49702	12.092685	60.403695	0.990289	1754.425755	1631.823753	1754.925755	416.676247	473609.7812	688.227918	688.158339	-459.659058	1046.907469	-5357.589553	7.75814	11.824707	11.331909	12.317504	71.186565	0.988963
HD113414BessellV1971_cal.fits	16	0	0.419990399	60060.4664	2460060.466	2460060.466	2460060.472	2460060.4728140	2.04292	29.183843	NaN	15	13.060836	-16.336575	7.318952	12	24	35	2.963228	0	0.004971	0	596.082718	0	475262.2225	689.427147	1017.133637	1028.53576	1017.633637	1019.96424	1408310.298	452.389342	1186.742773	1186.702232	12611.66699	3113.049241	-5269.912228	1747	7.459164	11.260882	11.109073	11.412691	58.209096	0.996329	1751.984667	1633.913974	1752.484667	414.586026	475262.2225	689.427147	689.35815	947.304993	1050.560166	-5354.620254	7.178739	11.312656	11.059446	11.565865	81.812014	0.997825
HD113414BessellV1972_cal.fits	17	0	0.437443171	60060.4666	2460060.467	2460060.467	2460060.472	2460060.4730160	2.038942	29.246902	NaN	15	13.060836	-16.336575	7.69498	12	24	35	2.947021	0	0.004959	0	594.231452	0	472970.4746	687.76323	1016.051688	1027.632192	1016.551688	1020.867808	1393854.114	452.389342	1180.636426	1180.595552	10416.63184	3081.094058	-5273.657941	1709	7.838021	11.859493	11.351778	12.367207	69.842502	0.987437	1750.938687	1632.7051	1751.438687	415.7949	472970.4746	687.76323	687.69375	-110.063019	1045.494291	-5356.708768	7.55194	11.886621	11.287644	12.485599	74.186361	0.986062
HD113414BessellV1973_cal.fits	18	0	0.454895984	60060.4668	2460060.467	2460060.467	2460060.472	2460060.4732180	2.034995	29.309748	NaN	15	13.060836	-16.336575	8.006189	12	24	35	2.935227	0	0.004971	0	590.467334	0	467473.5066	683.755449	1014.638521	1028.229396	1015.138521	1020.270604	1372140.666	452.389342	1171.404642	1171.363521	9333.739258	3033.096799	-5271.911583	1672	8.291287	11.838308	11.474699	12.201917	79.597507	0.99569	1749.444989	1633.643993	1749.944989	414.856007	467473.5066	683.755449	683.685238	-324.630829	1033.343324	-5351.411793	7.721091	11.778418	11.254982	12.301855	87.085824	0.992049
HD113414BessellV1974_cal.fits	19	0	0.472348796	60060.46701	2460060.467	2460060.467	2460060.473	2460060.4734200	2.031058	29.372722	NaN	15	13.060836	-16.336575	8.273731	12	24	35	2.924584	0	0.004897	0	597.207034	0	478647.5604	691.878475	1014.645876	1027.006576	1015.145876	1021.493424	1399844.982	452.389342	1183.171073	1183.129823	9891.445312	3094.336784	-5270.945876	1631	8.526846	11.605621	11.303647	11.907595	71.177165	0.995686	1749.484931	1632.517322	1749.984931	415.982678	478647.5604	691.878475	691.808717	228.41449	1058.043406	-5356.075334	8.020616	11.479152	11.159024	11.799281	81.542767	0.996607
HD113414BessellV1975_cal.fits	20	0	0.489887989	60060.46721	2460060.467	2460060.467	2460060.473	2460060.4736230	2.027139	29.43569	NaN	15	13.060836	-16.336575	8.137694	12	24	35	2.948951	0	0.004948	0	596.046247	0	475784.3517	689.805545	1016.199751	1027.940468	1016.699751	1020.559532	1403064.81	452.389342	1184.53077	1184.489964	10000.37305	3101.454165	-5273.97679	1789	8.307256	11.589869	11.392645	11.787093	55.754382	0.991388	1750.716158	1633.338715	1751.216158	415.161285	475784.3517	689.805545	689.736919	141.997314	1051.714325	-5356.759043	7.968133	11.618584	11.333658	11.90351	62.908842	0.992984
HD113414BessellV1976_cal.fits	21	0	0.507427181	60060.46741	2460060.467	2460060.467	2460060.473	2460060.4738260	2.023214	29.499047	NaN	15	13.060836	-16.336575	7.64286	12	24	35	2.963769	0	0.004933	0	600.843661	0	482861.5937	694.916662	1015.203601	1029.021291	1015.703601	1019.478709	1431090.114	452.389342	1196.302039	1196.261536	12458.19824	3163.40369	-5275.587175	1746	7.698774	11.409696	10.739268	12.080124	81.913708	0.985131	1749.818488	1634.390509	1750.318488	414.109491	482861.5937	694.916662	694.848203	635.190918	1067.358465	-5357.508912	7.586946	11.367883	10.698304	12.037462	84.820424	0.985758
HD113414BessellV1977_cal.fits	22	0	0.525052795	60060.46762	2460060.468	2460060.468	2460060.473	2460060.4740300	2.019306	29.562402	NaN	15	13.060836	-16.336575	7.138918	12	24	35	2.947975	0	0.004834	0	609.859386	0	498132.4309	705.818915	1015.67826	1029.419414	1016.17826	1019.080586	1468482.173	452.389342	1211.829422	1211.789503	16391.10938	3246.058286	-5280.337378	1688	7.31808	10.948474	10.770381	11.126566	275.248147	0.998906	1750.398029	1634.877398	1750.898029	413.622602	498132.4309	705.818915	705.751036	1876.072266	1101.114426	-5357.902398	6.959756	11.048894	10.854477	11.243311	291.405594	0.9977
HD113414BessellV1978_cal.fits	23	0	0.542505567	60060.46782	2460060.468	2460060.468	2460060.473	2460060.4742320	2.015437	29.625402	NaN	15	13.060836	-16.336575	8.180111	12	24	35	2.959379	0	0.004928	0	600.507391	0	482501.9424	694.658045	1015.767395	1028.407444	1016.267395	1020.092556	1427906.18	452.389342	1194.970301	1194.930267	9701.703125	3156.365651	-5274.864428	1697	8.403258	11.652735	11.301184	12.004285	60.00829	0.985478	1750.476301	1633.886279	1750.976301	414.613721	482501.9424	694.658045	694.589152	-40.282928	1066.563461	-5356.674566	7.956963	11.603457	11.092919	12.113994	67.078279	0.984105
HD113414BessellV1979_cal.fits	24	0	0.560217601	60060.46802	2460060.468	2460060.468	2460060.474	2460060.4744370	2.01154	29.689143	NaN	15	13.060836	-16.336575	7.322965	12	24	35	2.927883	0	0.004854	0	603.226672	0	488204.0731	698.750318	1016.738649	1029.549324	1017.238649	1018.950676	1429404.374	452.389342	1195.597094	1195.556915	13145.93359	3159.677387	-5276.650665	1684	7.419903	11.333852	10.87359	11.794113	68.388566	0.987618	1751.450344	1634.931219	1751.950344	413.568781	488204.0731	698.750318	698.681718	1105.779785	1079.167937	-5357.86027	7.226028	11.274668	10.704154	11.845181	76.331255	0.987087
HD113414BessellV1980_cal.fits	25	0	0.577670373	60060.46822	2460060.468	2460060.468	2460060.474	2460060.4746390	2.007705	29.752159	NaN	15	13.060836	-16.336575	6.842718	12	24	35	2.937068	0	0.004874	0	602.655919	0	486892.7146	697.81123	1016.696445	1029.096467	1017.196445	1019.403533	1430036.783	452.389342	1195.861441	1195.821467	15394.14551	3161.075316	-5277.271183	1707	6.880827	11.001617	10.627229	11.376005	68.053322	0.991101	1751.031401	1634.593556	1751.531401	413.906444	486892.7146	697.81123	697.742733	1684.554443	1076.269198	-5357.893098	6.804608	11.062812	10.643177	11.482447	75.946452	0.992624
HD113414BessellV1981_cal.fits	26	0	0.595209566	60060.46843	2460060.468	2460060.468	2460060.474	2460060.4748420	2.003867	29.815497	NaN	15	13.060836	-16.336575	6.682054	12	24	35	2.953385	0	0.00492	0	600.287708	0	482396.3095	694.582134	1019.12152	1029.470773	1019.62152	1019.029227	1424702.139	452.389342	1193.629175	1193.58857	15649.90039	3149.283165	-5276.793187	1668	6.680972	10.974701	10.574429	11.374973	75.446209	0.993048	1753.927115	1634.96607	1754.427115	413.53393	482396.3095	694.582134	694.512982	2183.010498	1066.329961	-5355.041059	6.683135	11.036936	10.598915	11.474957	84.146886	0.99345
HD113414BessellV1982_cal.fits	27	0	0.6129216	60060.46863	2460060.469	2460060.469	2460060.474	2460060.4750470	2.000021	29.879251	NaN	15	13.060836	-16.336575	7.075511	12	24	35	2.966345	0	0.004924	0	602.395157	0	485251.7782	696.634169	1019.606401	1029.4961	1020.106401	1019.0039	1439424.247	452.389342	1199.780094	1199.740065	13308.89648	3181.826169	-5275.347057	1780	7.15873	11.453632	10.970022	11.937243	73.989815	0.990115	1754.475663	1634.926291	1754.975663	413.573709	485251.7782	696.634169	696.566146	1091.715454	1072.641933	-5358.486142	6.992292	11.493975	10.845482	12.142468	80.334932	0.985791
HD113414BessellV1983_cal.fits	28	0	0.630374372	60060.46884	2460060.469	2460060.469	2460060.474	2460060.4752490	1.996235	29.942287	NaN	15	13.060836	-16.336575	6.861164	12	24	35	2.962786	0	0.004907	0	603.789195	0	487648.078	698.352295	1020.040859	1030.261471	1020.540859	1018.238529	1444796.735	452.389342	1202.01691	1201.977047	14967.18066	3193.701975	-5277.405162	1698	6.943575	10.981097	10.684757	11.277438	62.800822	0.991417	1754.888815	1635.697353	1755.388815	412.802647	487648.078	698.352295	698.283776	1825.82605	1077.938918	-5354.937149	6.778753	10.987493	10.572009	11.402977	72.375473	0.991448
HD113414BessellV1984_cal.fits	29	0	0.647999986	60060.46904	2460060.469	2460060.469	2460060.475	2460060.4754530	1.992448	30.005617	NaN	15	13.060836	-16.336575	7.12658	12	24	35	2.959457	0	0.004903	0	603.605126	0	487489.1586	698.2385	1022.274819	1030.080914	1022.774819	1018.419086	1442703.406	452.389342	1201.146064	1201.105718	14247.22266	3189.0747	-5277.111402	1699	7.518791	11.29409	10.71086	11.877321	67.133805	0.978223	1757.02508	1635.412102	1757.52508	413.087898	487489.1586	698.2385	698.169978	1531.141602	1077.587629	-5355.071185	6.734368	11.182263	10.632397	11.732128	71.146727	0.984622
HD113414BessellV1985_cal.fits	30	0	0.665625599	60060.46924	2460060.469	2460060.469	2460060.475	2460060.4756570	1.988668	30.069125	NaN	15	13.060836	-16.336575	8.310368	12	24	35	2.971733	0	0.004968	0	598.206221	0	478308.9724	691.633666	1020.091245	1030.251342	1020.591245	1018.248658	1421406.437	452.389342	1192.247659	1192.207362	9454.103516	3141.998064	-5275.922438	1648	8.67202	11.739444	11.372031	12.106857	58.650576	0.981412	1754.616252	1635.762357	1755.116252	412.737643	478308.9724	691.633666	691.56404	-114.705582	1057.294962	-5357.275004	7.948716	11.711199	11.161458	12.26094	66.734955	0.98146
HD113414BessellV1986_cal.fits	31	0	0.683164792	60060.46945	2460060.469	2460060.469	2460060.475	2460060.4758600	1.984918	30.132383	NaN	15	13.060836	-16.336575	8.268435	12	24	35	2.963984	0	0.004934	0	600.688927	0	482604.3618	694.731825	1019.926291	1030.729743	1020.426291	1017.770257	1430431.579	452.389342	1196.02665	1195.986376	9917.987305	3161.948008	-5275.154034	1682	8.424976	11.539851	11.091197	11.988506	79.445565	0.993074	1754.829481	1635.981889	1755.329481	412.518111	482604.3618	694.731825	694.66281	24.12986	1066.789857	-5355.507706	8.111894	11.517759	10.999342	12.036176	83.311319	0.991473
HD113414BessellV1987_cal.fits	32	0	0.700617564	60060.46965	2460060.47	2460060.47	2460060.475	2460060.4760620	1.981201	30.195372	NaN	15	13.060836	-16.336575	7.807646	12	24	35	2.980799	0	0.005004	0	595.647814	0	473863.1467	688.411641	1018.387295	1030.811928	1018.887295	1017.688072	1412490.869	452.389342	1188.502866	1188.462316	10705.68457	3122.290331	-5273.753585	1770	7.856591	11.605483	10.89752	12.313447	80.978283	0.983657	1753.238784	1636.218504	1753.738784	412.281496	473863.1467	688.411641	688.342727	199.479813	1047.46753	-5353.367343	7.758701	11.565825	10.781069	12.350581	84.684977	0.98111
HD113414BessellV1988_cal.fits	33	0	0.718070376	60060.46985	2460060.47	2460060.47	2460060.475	2460060.4762640	1.977502	30.258346	NaN	15	13.060836	-16.336575	7.533346	12	24	35	2.979622	0	0.005	0	595.865998	0	474257.6621	688.698389	1017.832423	1031.335706	1018.332423	1017.164294	1413108.637	452.389342	1188.76275	1188.722171	11737.66699	3123.655898	-5271.876109	1705	7.599376	11.540192	11.012994	12.067391	80.708532	0.990747	1752.659916	1636.768893	1753.159916	411.731107	474257.6621	688.698389	688.628969	559.606445	1048.3396	-5353.788787	7.467315	11.481376	10.93859	12.024162	88.110646	0.991061
HD113414BessellV1989_cal.fits	34	0	0.735609569	60060.47005	2460060.47	2460060.47	2460060.476	2460060.4764670	1.97381	30.321447	NaN	15	13.060836	-16.336575	6.382315	12	24	35	2.963101	0	0.004928	0	601.321698	0	483657.873	695.4896	1018.164362	1030.872895	1018.664362	1017.627105	1433127.368	452.389342	1197.153081	1197.112876	17155.47461	3167.907009	-5275.417886	1688	6.315582	11.065264	10.420604	11.709923	73.791658	0.981077	1752.892322	1636.287711	1753.392322	412.212289	483657.873	695.4896	695.420713	2301.621582	1069.118629	-5357.103703	6.449048	11.028797	10.463158	11.594435	77.84354	0.987397
HD113414BessellV1990_cal.fits	35	0	0.753148761	60060.47026	2460060.47	2460060.47	2460060.476	2460060.4766700	1.970125	30.38473	NaN	15	13.060836	-16.336575	6.374026	12	24	35	2.94104	0	0.004826	0	609.434941	0	497736.8148	705.538963	1017.825761	1031.254276	1018.325761	1017.245724	1463863.858	452.389342	1209.922328	1209.882506	17848.13086	3235.849571	-5278.389878	1608	6.381456	11.021254	10.596247	11.446261	73.578958	0.991598	1752.59874	1636.799193	1753.09874	411.700807	497736.8148	705.538963	705.470343	2427.305664	1100.239923	-5359.356783	6.366596	11.095567	10.577643	11.61349	83.516454	0.990862
HD113414BessellV1991_cal.fits	36	0	0.770601574	60060.47046	2460060.47	2460060.47	2460060.476	2460060.4768720	1.966471	30.447738	NaN	15	13.060836	-16.336575	8.251696	12	24	35	2.92642	0	0.004882	0	599.415767	0	482116.5718	694.380309	1021.07666	1031.727758	1021.57666	1016.772242	1410875.541	452.389342	1187.823148	1187.782494	9796.697266	3118.719673	-5270.124938	1770	8.489064	11.712109	11.46522	11.958997	57.479024	0.990026	1755.987064	1637.10834	1756.487064	411.39166	482116.5718	694.380309	694.311987	47.494759	1065.711605	-5354.476146	8.014327	11.609815	11.205271	12.014359	69.160271	0.991315
HD113414BessellV1992_cal.fits	37	0	0.788054386	60060.47066	2460060.471	2460060.471	2460060.476	2460060.4770740	1.962834	30.510725	NaN	15	13.060836	-16.336575	7.146905	12	24	35	2.922217	0	0.004868	0	600.239379	0	483619.3821	695.461641	1019.088833	1031.827787	1019.588833	1016.672213	1413240.849	452.389342	1188.818432	1188.777707	13727.33887	3123.948152	-5273.613521	1757	7.098988	11.409304	10.896013	11.922595	69.137888	0.985525	1753.881745	1637.339213	1754.381745	411.160787	483619.3821	695.461641	695.393323	1019.563538	1069.033545	-5356.221017	7.194821	11.43256	10.890276	11.974844	73.91668	0.987497
HD113414BessellV1993_cal.fits	38	0	0.805507198	60060.47086	2460060.471	2460060.471	2460060.476	2460060.4772760	1.959213	30.573718	NaN	15	13.060836	-16.336575	6.898667	12	24	35	2.954087	0	0.004877	0	605.705928	0	491113.4105	700.828923	1018.729953	1031.425609	1019.229953	1017.074391	1450791.681	452.389342	1204.50812	1204.468161	14976.89453	3206.953714	-5278.822485	1712	6.881559	11.282678	10.815151	11.750204	71.491736	0.989264	1753.419842	1636.767909	1753.919842	411.732091	491113.4105	700.828923	700.760763	1431.620361	1085.598985	-5356.854658	6.915776	11.299442	10.779237	11.819647	79.249266	0.990248
HD113414BessellV1994_cal.fits	39	0	0.823046391	60060.47106	2460060.471	2460060.471	2460060.477	2460060.4774790	1.955604	30.636767	NaN	15	13.060836	-16.336575	8.102871	12	24	35	2.940243	0	0.004903	0	599.712537	0	482016.3736	694.308288	1019.624411	1031.757544	1020.124411	1016.742456	1417245.192	452.389342	1190.501218	1190.460934	9935.421875	3132.799693	-5277.745747	1737	8.278617	11.810704	11.20149	12.419918	66.518184	0.977271	1754.324138	1637.220752	1754.824138	411.279248	482016.3736	694.308288	694.239695	-43.201042	1065.490118	-5357.013024	7.927125	11.690525	11.070957	12.310092	69.849103	0.980792
HD113414BessellV1995_cal.fits	40	0	0.840499163	60060.47127	2460060.471	2460060.471	2460060.477	2460060.4776810	1.952014	30.699753	NaN	15	13.060836	-16.336575	7.046459	12	24	35	2.975523	0	0.004905	0	606.655257	0	491756.6544	701.287903	1021.599553	1031.963327	1022.099553	1016.536673	1463233.249	452.389342	1209.661636	1209.621935	14351.37305	3234.455617	-5278.0825	1662	6.890698	11.316939	10.757392	11.876486	70.607142	0.983985	1756.182465	1637.457559	1756.682465	411.042441	491756.6544	701.287903	701.21936	986.274109	1087.020866	-5358.909566	7.20222	11.355258	10.74215	11.968366	74.118702	0.983963
HD113414BessellV1996_cal.fits	41	0	0.857951975	60060.47147	2460060.471	2460060.471	2460060.477	2460060.4778830	1.948441	30.762726	NaN	15	13.060836	-16.336575	7.80344	12	24	35	2.960764	0	0.004864	0	608.686742	0	495675.8982	704.076488	1021.236589	1032.247035	1021.736589	1016.252965	1467579.138	452.389342	1211.4568	1211.416815	13061.80566	3244.062141	-5279.932003	1706	7.814984	11.22504	11.126044	11.324036	53.004943	0.995911	1756.189984	1637.670356	1756.689984	410.829644	495675.8982	704.076488	704.008593	661.905273	1095.684297	-5356.726212	7.791896	11.278116	11.154561	11.401672	55.747789	0.996425
HD113414BessellV1997_cal.fits	42	0	0.875577588	60060.47167	2460060.472	2460060.472	2460060.477	2460060.4780870	1.944858	30.826136	NaN	15	13.060836	-16.336575	8.135507	12	24	35	2.964089	0	0.004923	0	602.037392	0	484769.0136	696.288004	1024.714792	1032.41851	1025.214792	1016.08149	1436898.665	452.389342	1198.727013	1198.687149	10805.9209	3176.243406	-5278.650009	1678	8.320892	11.710155	11.692186	11.728124	311.729939	0.999274	1759.553362	1637.843369	1760.053362	410.656631	484769.0136	696.288004	696.219109	12.097532	1071.574789	-5358.009548	7.950123	11.71895	11.631709	11.806191	305.298671	0.997992
